"uri,primary_name_display,replaced"
"http://dx.doi.org/10.13039/100003867,""Brenen Hornstein Autism Research & Education Foundation"","
"http://dx.doi.org/10.13039/501100002755,""Brennan and Company"","
"http://dx.doi.org/10.13039/100001514,""Brentwood Foundation"","
"http://dx.doi.org/10.13039/100008150,""Brewster Foundation"","
"http://dx.doi.org/10.13039/100009236,""Brian Daniel Corrigan Foundation"","
"http://dx.doi.org/10.13039/501100002756,""Brian Mercer Charitable Trust"","
"http://dx.doi.org/10.13039/100003259,""Brian Piccolo Cancer Research Fund"","
"http://dx.doi.org/10.13039/100002476,""Bridgestone Americas"","
"http://dx.doi.org/10.13039/100008552,""Brigham Research Institute"","
"http://dx.doi.org/10.13039/100006756,""Brigham Young University"","
"http://dx.doi.org/10.13039/100005292,""Brigham and Women's Hospital"","
"http://dx.doi.org/10.13039/100006312,""BrightFocus Foundation"","
"http://dx.doi.org/10.13039/100009348,""BrightSpark Foundation"","
"http://dx.doi.org/10.13039/100001008,""Brinson Foundation"","
"http://dx.doi.org/10.13039/100002491,""Bristol-Myers Squibb"","
"http://dx.doi.org/10.13039/100008021,""Bristol-Myers Squibb Canada"","
"http://dx.doi.org/10.13039/100001009,""Bristol-Myers Squibb Foundation"","
"http://dx.doi.org/10.13039/501100006381,""Britannia University"","
"http://dx.doi.org/10.13039/501100000286,""British Academy"","
"http://dx.doi.org/10.13039/501100002757,""British American Tobacco"","
"http://dx.doi.org/10.13039/501100000540,""British Association for American Studies"","
"http://dx.doi.org/10.13039/501100000372,""British Association for Cancer Research"","
"http://dx.doi.org/10.13039/501100000541,""British Association for Chinese Studies"","
"http://dx.doi.org/10.13039/501100000542,""British Association for Irish Studies"","
"http://dx.doi.org/10.13039/501100000543,""British Association for Japanese Studies"","
"http://dx.doi.org/10.13039/501100000544,""British Association for Psychopharmacology"","
"http://dx.doi.org/10.13039/501100000687,""British Association for Slavonic and East European Studies"","
"http://dx.doi.org/10.13039/501100001301,""British Association for Surgery of the Knee"","
"http://dx.doi.org/10.13039/501100000545,""British Association of Dermatologists"","
"http://dx.doi.org/10.13039/501100002758,""British Atmospheric Data Centre"","
"http://dx.doi.org/10.13039/501100000546,""British Blood Transfusion Society"","
"http://dx.doi.org/10.13039/100008486,""British Burn Association"","
"http://dx.doi.org/10.13039/501100000237,""British Columbia Arts Council"","
"http://dx.doi.org/10.13039/501100000235,""British Columbia Environmental & Occupational Health Research Network (BCEOHRN)"","
"http://dx.doi.org/10.13039/501100000063,""British Columbia Innovation Council"","
"http://dx.doi.org/10.13039/501100002748,""British Columbia Institute of Technology"","
"http://dx.doi.org/10.13039/100008774,""British Columbia Ministry of Agriculture and Lands"","
"http://dx.doi.org/10.13039/501100000547,""British Computer Society"","
"http://dx.doi.org/10.13039/501100000308,""British Council"","
"http://dx.doi.org/10.13039/501100000367,""British Council for Prevention of Blindness"","
"http://dx.doi.org/10.13039/100009558,""British Deer Society"","
"http://dx.doi.org/10.13039/501100000409,""British Ecological Society"","
"http://dx.doi.org/10.13039/501100000549,""British Educational Research Association"","
"http://dx.doi.org/10.13039/100009289,""British Exploring Society"","
"http://dx.doi.org/10.13039/501100000307,""British Federation of Women Graduates"","
"http://dx.doi.org/10.13039/501100002760,""British Geological Survey"","
"http://dx.doi.org/10.13039/501100000550,""British Geriatrics Society"","
"http://dx.doi.org/10.13039/501100000864,""British HIV Association"","
"http://dx.doi.org/10.13039/501100000274,""British Heart Foundation"","
"http://dx.doi.org/10.13039/501100004664,""British Infection Association"","
"http://dx.doi.org/10.13039/501100000841,""British Infection Society"","
"http://dx.doi.org/10.13039/501100000412,""British Institute at Ankara"","
"http://dx.doi.org/10.13039/501100000551,""British Institute for the Study of Iraq"","
"http://dx.doi.org/10.13039/501100000552,""British Institute in Eastern Africa"","
"http://dx.doi.org/10.13039/501100000553,""British Institute of Persian Studies"","
"http://dx.doi.org/10.13039/501100000554,""British Institute of Radiology"","
"http://dx.doi.org/10.13039/100008219,""British Interplanetary Society"","
"http://dx.doi.org/10.13039/501100000351,""British Lung Foundation"","
"http://dx.doi.org/10.13039/501100006377,""British Malaysian Institute, Universiti Kuala Lumpur"","
"http://dx.doi.org/10.13039/501100000374,""British Medical Association"","
"http://dx.doi.org/10.13039/501100000555,""British Microcirculation Society"","
"http://dx.doi.org/10.13039/501100000556,""British Nuclear Medicine Society"","
"http://dx.doi.org/10.13039/501100000557,""British Nutrition Foundation"","
"http://dx.doi.org/10.13039/501100000309,""British Occupational Health Research Foundation"","
"http://dx.doi.org/10.13039/100008023,""British Ornithologistsâ€™ Union"","
"http://dx.doi.org/10.13039/100008602,""British Orthopaedic Association"","
"http://dx.doi.org/10.13039/501100000558,""British Orthopaedic Research Society"","
"http://dx.doi.org/10.13039/501100000559,""British Pharmacological Society"","
"http://dx.doi.org/10.13039/501100001270,""British Potato Council"","
"http://dx.doi.org/10.13039/501100000707,""British Psychological Society"","
"http://dx.doi.org/10.13039/501100000389,""British Renal Society"","
"http://dx.doi.org/10.13039/501100000560,""British School at Athens"","
"http://dx.doi.org/10.13039/501100000695,""British School at Rome"","
"http://dx.doi.org/10.13039/501100000561,""British Science Association"","
"http://dx.doi.org/10.13039/501100000331,""British Scoliosis Research Foundation"","
"http://dx.doi.org/10.13039/501100000296,""British Skin Foundation"","
"http://dx.doi.org/10.13039/501100000313,""British Society for Antimicrobial Chemotherapy"","
"http://dx.doi.org/10.13039/501100000562,""British Society for Cell Biology"","
"http://dx.doi.org/10.13039/501100004583,""British Society for Dental Research"","
"http://dx.doi.org/10.13039/501100000563,""British Society for Eighteenth-Century Studies"","
"http://dx.doi.org/10.13039/501100000376,""British Society for Haematology"","
"http://dx.doi.org/10.13039/501100000565,""British Society for Matrix Biology"","
"http://dx.doi.org/10.13039/501100000566,""British Society for Middle Eastern Studies"","
"http://dx.doi.org/10.13039/501100000576,""British Society for Oral and Dental Research"","
"http://dx.doi.org/10.13039/501100000567,""British Society for Plant Pathology"","
"http://dx.doi.org/10.13039/501100000568,""British Society for Rheumatology"","
"http://dx.doi.org/10.13039/501100000569,""British Society for the History of Science"","
"http://dx.doi.org/10.13039/501100000570,""British Society for the Philosophy of Science"","
"http://dx.doi.org/10.13039/501100000572,""British Society of Animal Science"","
"http://dx.doi.org/10.13039/501100000573,""British Society of Periodontology"","
"http://dx.doi.org/10.13039/501100000571,""British Society of Prosthodontics"","
"http://dx.doi.org/10.13039/501100000842,""British Telecommunications"","
"http://dx.doi.org/10.13039/501100000574,""British Thoracic Society"","
"http://dx.doi.org/10.13039/501100000884,""British Thyroid Foundation"","
"http://dx.doi.org/10.13039/501100000575,""British Toxicology Society"","
"http://dx.doi.org/10.13039/501100000865,""British Transplantation Society"","
"http://dx.doi.org/10.13039/501100000579,""British Universities North America Club"","
"http://dx.doi.org/10.13039/100008499,""British University in Dubai"","
"http://dx.doi.org/10.13039/501100000539,""British and Foreign School Society"","
"http://dx.doi.org/10.13039/100000898,""Broad Foundation"","
"http://dx.doi.org/10.13039/100008500,""Broadcom Foundation"","
"http://dx.doi.org/10.13039/501100005156,""Brock University"","
"http://dx.doi.org/10.13039/100008558,""Brody School of Medicine"","
"http://dx.doi.org/10.13039/100007506,""Broitman Foundation"","
"http://dx.doi.org/10.13039/100001405,""Brookdale Foundation"","
"http://dx.doi.org/10.13039/100002488,""Brookdale Foundation Group"","
"http://dx.doi.org/10.13039/100006231,""Brookhaven National Laboratory"","
"http://dx.doi.org/10.13039/100004386,""Brother International Corporation"","
"http://dx.doi.org/10.13039/100008621,""Brotherhood of St Laurence"","
"http://dx.doi.org/10.13039/100008553,""Brown Coal Innovation Australia"","
"http://dx.doi.org/10.13039/100000883,""Brown Foundation"","
"http://dx.doi.org/10.13039/100008502,""Brown Institute for Media Innovation"","
"http://dx.doi.org/10.13039/100006418,""Brown University"","
"http://dx.doi.org/10.13039/100009018,""Bruker BioSpin"","
"http://dx.doi.org/10.13039/100008475,""Brunel University London"","
"http://dx.doi.org/10.13039/100002699,""Bruner Foundation"","
"http://dx.doi.org/10.13039/501100002762,""Brussels Instituut voor Milieubeheer"","
"http://dx.doi.org/10.13039/100001990,""Bryan Area Foundation"","
"http://dx.doi.org/10.13039/100008926,""Bryan Thomas Campbell Foundation"","
"http://dx.doi.org/10.13039/501100002763,""Bu Ali Sina University"","
"http://dx.doi.org/10.13039/501100003334,""Bucheon St. Mary's Hospital"","
"http://dx.doi.org/10.13039/100008876,""Buchtel College of Arts and Sciences"","
"http://dx.doi.org/10.13039/100008477,""Buckeye Career Center Foundation"","
"http://dx.doi.org/10.13039/100009563,""Buckminster Fuller Institute"","
"http://dx.doi.org/10.13039/100006420,""Bucknell University"","
"http://dx.doi.org/10.13039/100009416,""Bucksbaum Institute for Clinical Excellence"","
"http://dx.doi.org/10.13039/100009567,""Budapesti MÅ±szaki Ã©s GazdasÃ¡gtudomÃ¡nyi Egyetem"","
"http://dx.doi.org/10.13039/501100005925,""Buddhist Tzu Chi Medical Foundation"","
"http://dx.doi.org/10.13039/100005442,""Budget Division"","
"http://dx.doi.org/10.13039/501100003632,""Bugok National Hospital"","
"http://dx.doi.org/10.13039/100001012,""Buhl Foundation"","
"http://dx.doi.org/10.13039/501100005148,""Building Fund for the Academic Innovation Team of Shantou University"","
"http://dx.doi.org/10.13039/100008347,""Building Research Establishment Trust"","
"http://dx.doi.org/10.13039/100006161,""Building Technologies Program"","
"http://dx.doi.org/10.13039/501100001442,""Building and Construction Authority - Singapore"","
"http://dx.doi.org/10.13039/501100000578,""Building and Social Housing Foundation"","
"http://dx.doi.org/10.13039/501100005995,""Bulgarian Academy of Sciences"","
"http://dx.doi.org/10.13039/100007556,""Bulgarian Biodiversity Foundation"","
"http://dx.doi.org/10.13039/501100003336,""Bulgarian National Science Fund"","
"http://dx.doi.org/10.13039/100005519,""Bullitt Foundation"","
"http://dx.doi.org/10.13039/501100005016,""Bund Naturschutz in Bayern"","
"http://dx.doi.org/10.13039/501100006130,""Bundesamt fÃ_r BevÃ¶lkerungsschutz und Katastrophenhilfe"","
"http://dx.doi.org/10.13039/501100005380,""Bundesamt fÃ_r Energie"","
"http://dx.doi.org/10.13039/501100002329,""Bundesamt fÃ_r Gesundheit"","
"http://dx.doi.org/10.13039/501100006454,""Bundesamt fÃ_r Lebensmittelsicherheit und VeterinÃ_rwesen"","
"http://dx.doi.org/10.13039/501100006529,""Bundesamt fÃ_r Strahlenschutz"","
"http://dx.doi.org/10.13039/501100003103,""Bundesamt fÃ_r Strassen"","
"http://dx.doi.org/10.13039/501100003338,""Bundesamt fÃ_r Umwelt"","
"http://dx.doi.org/10.13039/501100006522,""Bundesanstalt fÃ_r Arbeitsschutz und Arbeitsmedizin"","
"http://dx.doi.org/10.13039/100009553,""Bundesanstalt fÃ_r Materialforschung und -PrÃ_fung"","
"http://dx.doi.org/10.13039/501100003497,""BundesbehÃ¶rden der Schweizerischen Eidgenossenschaft"","
"http://dx.doi.org/10.13039/501100007323,""Bundesinstitut fÃ_r Sportwissenschaft"","
"http://dx.doi.org/10.13039/501100006478,""Bundesministerium der Verteidigung"","
"http://dx.doi.org/10.13039/501100002765,""Bundesministerium fur Wirtschaft und Technologie"","
"http://dx.doi.org/10.13039/501100002347,""Bundesministerium fÃ_r Bildung und Forschung"","
"http://dx.doi.org/10.13039/501100006603,""Bundesministerium fÃ_r Bildung und Frauen"","
"http://dx.doi.org/10.13039/501100006604,""Bundesministerium fÃ_r Bildung, Wissenschaft und Kultur"","
"http://dx.doi.org/10.13039/501100005908,""Bundesministerium fÃ_r ErnÃ_hrung und Landwirtschaft"","
"http://dx.doi.org/10.13039/501100004937,""Bundesministerium fÃ_r Forschung und Technologie"","
"http://dx.doi.org/10.13039/501100003107,""Bundesministerium fÃ_r Gesundheit"","
"http://dx.doi.org/10.13039/501100007182,""Bundesministerium fÃ_r Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft"","
"http://dx.doi.org/10.13039/501100006549,""Bundesministerium fÃ_r Umwelt, Naturschutz und Reaktorsicherheit"","
"http://dx.doi.org/10.13039/501100005910,""Bundesministerium fÃ_r Umwelt, Naturschutz, Bau und Reaktorsicherheit"","
"http://dx.doi.org/10.13039/100008383,""Bundesministerium fÃ_r Verkehr und Digitale Infrastruktur"","
"http://dx.doi.org/10.13039/501100004956,""Bundesministerium fÃ_r Verkehr, Innovation und Technologie"","
"http://dx.doi.org/10.13039/501100006360,""Bundesministerium fÃ_r Wirtschaft und Energie"","
"http://dx.doi.org/10.13039/501100006456,""Bundesministerium fÃ_r Wirtschaftliche Zusammenarbeit und Entwicklung"","
"http://dx.doi.org/10.13039/501100007148,""Bundesministerium fÃ_r Wissenschaft und Forschung"","
"http://dx.doi.org/10.13039/501100003413,""Bundesministerium fÃ_r Wissenschaft, Forschung und Wirtschaft"","
"http://dx.doi.org/10.13039/100008384,""Bundesministeriums fÃ_r Verkehr, Bau und Stadtentwicklung"","
"http://dx.doi.org/10.13039/100008671,""Bundesverband der Deutschen Industrie"","
"http://dx.doi.org/10.13039/501100003108,""Bundeszentrale fÃ_r gesundheitliche AufklÃ_rung"","
"http://dx.doi.org/10.13039/100007175,""Bunning Food Allergy Institute, Ann and Robert H. Lurie Children's Hospital of Chicago"","
"http://dx.doi.org/10.13039/100001013,""Buoniconti Fund to Cure Paralysis"","
"http://dx.doi.org/10.13039/501100000355,""Bupa Foundation"","
"http://dx.doi.org/10.13039/501100004463,""Bupa Health Foundation"","
"http://dx.doi.org/10.13039/501100006749,""Burapha University"","
"http://dx.doi.org/10.13039/501100000386,""Burdett Trust for Nursing"","
"http://dx.doi.org/10.13039/501100006273,""Bureau de Recherches GÃ©ologiques et MiniÃ¨res"","
"http://dx.doi.org/10.13039/501100006278,""Bureau de lâ€™EfficacitÃ© et de lâ€™Innovation Ã‰nergÃ©tiques"","
"http://dx.doi.org/10.13039/100006428,""Bureau for Economic Growth, Education, and Environment, United States Agency for International Development"","
"http://dx.doi.org/10.13039/100006761,""Bureau of Educational and Cultural Affairs"","
"http://dx.doi.org/10.13039/501100002768,""Bureau of Energy, Ministry of Economic Affairs, Republic of Taiwan"","
"http://dx.doi.org/10.13039/501100005200,""Bureau of International Cooperation, Chinese Academy of Sciences"","
"http://dx.doi.org/10.13039/100005196,""Bureau of Justice Assistance"","
"http://dx.doi.org/10.13039/501100004709,""Bureau of Planning and International Cooperation, Ministry of National Education"","
"http://dx.doi.org/10.13039/501100007261,""Bureau of Policy and Strategy, Ministry of Public Health"","
"http://dx.doi.org/10.13039/100006450,""Bureau of Reclamation"","
"http://dx.doi.org/10.13039/100006758,""Bureau of Safety and Environmental Enforecement"","
"http://dx.doi.org/10.13039/100009357,""Burke Foundation"","
"http://dx.doi.org/10.13039/100008561,""Burnet Institute"","
"http://dx.doi.org/10.13039/100000861,""Burroughs Wellcome Fund"","
"http://dx.doi.org/10.13039/100008348,""Burton D. Morgan Foundation"","
"http://dx.doi.org/10.13039/501100002600,""Busan National University of Education"","
"http://dx.doi.org/10.13039/501100002444,""Busan Presbyterian Theological College & Seminary"","
"http://dx.doi.org/10.13039/501100002601,""Busan University of Foreign Studies"","
"http://dx.doi.org/10.13039/100005479,""Bush Foundation"","
"http://dx.doi.org/10.13039/501100002769,""Bushehr University of Medical Sciences"","
"http://dx.doi.org/10.13039/100008419,""Bushfire Cooperative Research Centre"","
"http://dx.doi.org/10.13039/100006354,""Butler University"","
"http://dx.doi.org/10.13039/100008151,""Butz Foundation"","
"http://dx.doi.org/10.13039/100002709,""Bynner Foundation for Poetry"","
"http://dx.doi.org/10.13039/100005520,""Byrd Polar Research Center, Ohio State University"","
"http://dx.doi.org/10.13039/100008547,""Byrd Polar and Climate Research Center, Ohio State University"","
"http://dx.doi.org/10.13039/501100006002,""BÃ_lent Ecevit Ãœniversitesi"","
"http://dx.doi.org/10.13039/501100005645,""Bá»™ GiÃ¡o dá»¥c vÃ  ÃêÃ o táº¡o"","
"http://dx.doi.org/10.13039/501100006082,""Bá»™ NÃ´ng Nghiá»‡p vÃ  PhÃ¡t Triá»ƒn NÃ´ng ThÃ´n"","
"http://dx.doi.org/10.13039/501100002884,""C-M Concrete Products"","
"http://dx.doi.org/10.13039/100003116,""C. Louis Meyer Family Foundation"","
"http://dx.doi.org/10.13039/100001484,""C. R. Bard Foundation"","
"http://dx.doi.org/10.13039/100006056,""C.V. Starr Center for the Study of the American Experience, Washington College"","
"http://dx.doi.org/10.13039/100004676,""CA Technologies"","
"http://dx.doi.org/10.13039/100006430,""CAMBR Charitable Foundation"","
"http://dx.doi.org/10.13039/501100002795,""CANDU Owners Group"","
"http://dx.doi.org/10.13039/100002759,""CARES Foundation"","
"http://dx.doi.org/10.13039/501100005231,""CAS-SAFEA International Partnership Program for Creative Research Teams"","
"http://dx.doi.org/10.13039/501100005232,""CAST Innovation Foundation"","
"http://dx.doi.org/10.13039/501100005233,""CCNU-QLPL Innovation Fund"","
"http://dx.doi.org/10.13039/100005533,""CEC ArtsLink"","
"http://dx.doi.org/10.13039/100009163,""CFA Institute Research Foundation"","
"http://dx.doi.org/10.13039/100009381,""CFIDS Association of America"","
"http://dx.doi.org/10.13039/501100000370,""CGD Research Trust"","
"http://dx.doi.org/10.13039/100001027,""CH Foundation"","
"http://dx.doi.org/10.13039/100005725,""CHDI Foundation"","
"http://dx.doi.org/10.13039/501100001273,""CHILDREN with CANCER UK"","
"http://dx.doi.org/10.13039/100001547,""CHINA MEDICAL BOARD"","
"http://dx.doi.org/10.13039/501100001942,""CHIST-ERA"","
"http://dx.doi.org/10.13039/100001034,""CHOC Foundation"","
"http://dx.doi.org/10.13039/100008657,""CHS Stiftung"","
"http://dx.doi.org/10.13039/100005666,""CIEE Ping Foundation"","
"http://dx.doi.org/10.13039/100004750,""CIGNA Corporation"","
"http://dx.doi.org/10.13039/501100007202,""CIHR Skin Research Training Centre"","
"http://dx.doi.org/10.13039/100001548,""CIRI Foundation"","
"http://dx.doi.org/10.13039/100001524,""CJ Foundation for SIDS"","
"http://dx.doi.org/10.13039/501100006759,""CLARITY Centre for Sensor Web Technologies"","
"http://dx.doi.org/10.13039/100005601,""CLL Global Research Foundation"","
"http://dx.doi.org/10.13039/100008676,""CMC Microsystems"","
"http://dx.doi.org/10.13039/100009529,""COMSATS Institute of Information Technology"","
"http://dx.doi.org/10.13039/100008184,""COPD Foundation"","
"http://dx.doi.org/10.13039/501100002961,""CPqD"","
"http://dx.doi.org/10.13039/100007177,""CRC Health Group"","
"http://dx.doi.org/10.13039/100009008,""CRC for Rail Innovation"","
"http://dx.doi.org/10.13039/100004419,""CRDF Global"","
"http://dx.doi.org/10.13039/100001570,""CS Fund"","
"http://dx.doi.org/10.13039/100002384,""CS Fund and Warsh-Mott Legacy"","
"http://dx.doi.org/10.13039/100008322,""CSL Behring"","
"http://dx.doi.org/10.13039/100002037,""CSL Behring Foundation for Research and Advancement of Patient Health"","
"http://dx.doi.org/10.13039/100002039,""CURE Childhood Cancer"","
"http://dx.doi.org/10.13039/100002782,""CURE Childhood Cancer Association"","
"http://dx.doi.org/10.13039/501100005190,""Cabildo Insular de La Palma"","
"http://dx.doi.org/10.13039/501100002770,""Cabinet Office, Government of Japan"","
"http://dx.doi.org/10.13039/100004748,""Cablevision Systems Corporation"","
"http://dx.doi.org/10.13039/100008471,""Cabot Corporation"","
"http://dx.doi.org/10.13039/100001526,""Cabot Corporation Foundation"","
"http://dx.doi.org/10.13039/100006422,""Cadence Design Systems"","
"http://dx.doi.org/10.13039/100008889,""Cades Foundation"","
"http://dx.doi.org/10.13039/100003654,""Cadillac Area Community Foundation"","
"http://dx.doi.org/10.13039/100007401,""Caesars Foundation"","
"http://dx.doi.org/10.13039/501100002773,""Cain Foundation"","
"http://dx.doi.org/10.13039/501100002386,""Cairo University"","
"http://dx.doi.org/10.13039/501100002775,""Caja Rural de JaÃ©n"","
"http://dx.doi.org/10.13039/501100002774,""Caja de Ahorros de la Inmaculada de AragÃ_n"","
"http://dx.doi.org/10.13039/501100002782,""Calgary Institute for the Humanities, University of Calgary"","
"http://dx.doi.org/10.13039/100008535,""Calgary Laboratory Services"","
"http://dx.doi.org/10.13039/100004800,""California Air Resources Board"","
"http://dx.doi.org/10.13039/100004802,""California Breast Cancer Research Program"","
"http://dx.doi.org/10.13039/100006429,""California Center for Population Research, University of California, Los Angeles"","
"http://dx.doi.org/10.13039/100001017,""California Community Foundation"","
"http://dx.doi.org/10.13039/100002710,""California Consumer Protection Foundation"","
"http://dx.doi.org/10.13039/100008879,""California Dairy Research Foundation"","
"http://dx.doi.org/10.13039/100002711,""California Dental Association Foundation"","
"http://dx.doi.org/10.13039/100004801,""California Department of Alcohol and Drug Programs"","
"http://dx.doi.org/10.13039/100004803,""California Department of Conservation"","
"http://dx.doi.org/10.13039/100004804,""California Department of Education"","
"http://dx.doi.org/10.13039/100004807,""California Department of Fish and Game"","
"http://dx.doi.org/10.13039/100006238,""California Department of Fish and Wildlife"","
"http://dx.doi.org/10.13039/100006759,""California Department of Food and Agriculture"","
"http://dx.doi.org/10.13039/100006095,""California Department of Pesticide Regulation"","
"http://dx.doi.org/10.13039/100005002,""California Department of Public Health"","
"http://dx.doi.org/10.13039/100004811,""California Department of Transportation"","
"http://dx.doi.org/10.13039/100008931,""California Earthquake Authority"","
"http://dx.doi.org/10.13039/100004805,""California Energy Commission"","
"http://dx.doi.org/10.13039/100004806,""California Environmental Protection Agency"","
"http://dx.doi.org/10.13039/100005192,""California HIV/AIDS Research Program"","
"http://dx.doi.org/10.13039/100009114,""California Health Care Safety Net Institute"","
"http://dx.doi.org/10.13039/100001018,""California HealthCare Foundation"","
"http://dx.doi.org/10.13039/100000900,""California Institute for Regenerative Medicine"","
"http://dx.doi.org/10.13039/100009151,""California Institute of Energy and Environment"","
"http://dx.doi.org/10.13039/100007557,""California Institute of Regenerative Medicine"","
"http://dx.doi.org/10.13039/100006961,""California Institute of Technology"","
"http://dx.doi.org/10.13039/100005480,""California Library Association"","
"http://dx.doi.org/10.13039/100007862,""California National Primate Research Center"","
"http://dx.doi.org/10.13039/100007782,""California Natural Resources Agency"","
"http://dx.doi.org/10.13039/100004809,""California Office of Traffic Safety"","
"http://dx.doi.org/10.13039/100008507,""California Polytechnic State University, San Luis Obispo"","
"http://dx.doi.org/10.13039/100004810,""California Postsecondary Education Commission"","
"http://dx.doi.org/10.13039/100005521,""California Psychological Association Foundation"","
"http://dx.doi.org/10.13039/100004812,""California Resources Agency"","
"http://dx.doi.org/10.13039/100007286,""California Rice Research Board"","
"http://dx.doi.org/10.13039/100005522,""California Sea Grant, University of California"","
"http://dx.doi.org/10.13039/100005733,""California Space Grant Consortium"","
"http://dx.doi.org/10.13039/100008508,""California State Polytechnic University, Pomona"","
"http://dx.doi.org/10.13039/100008134,""California State University"","
"http://dx.doi.org/10.13039/100008135,""California State University Long Beach"","
"http://dx.doi.org/10.13039/100007789,""California State University San Marcos"","
"http://dx.doi.org/10.13039/100008312,""California State University, Fullerton"","
"http://dx.doi.org/10.13039/100008775,""California State University, Northridge"","
"http://dx.doi.org/10.13039/100009503,""California State University, Sacramento"","
"http://dx.doi.org/10.13039/100004814,""California State Water Resources Control Board"","
"http://dx.doi.org/10.13039/100006760,""California Strawberry Commission"","
"http://dx.doi.org/10.13039/100001019,""California Wellness Foundation"","
"http://dx.doi.org/10.13039/100006624,""California Women Lawyers"","
"http://dx.doi.org/10.13039/100008354,""Callaghan Innovation"","
"http://dx.doi.org/10.13039/501100000348,""Calouste Gulbenkian Foundation"","
"http://dx.doi.org/10.13039/100001552,""Calvert K. Collins Family Foundation"","
"http://dx.doi.org/10.13039/501100002445,""Calvin University"","
"http://dx.doi.org/10.13039/501100001666,""Camargo Foundation"","
"http://dx.doi.org/10.13039/501100003342,""Cambridge Commonwealth Trust"","
"http://dx.doi.org/10.13039/501100003343,""Cambridge Commonwealth, European and International Trust"","
"http://dx.doi.org/10.13039/501100000580,""Cambridge Institute for Medical Research, University of Cambridge"","
"http://dx.doi.org/10.13039/501100003341,""Cambridge Overseas Trust"","
"http://dx.doi.org/10.13039/501100002926,""Cambridge University Hospitals"","
"http://dx.doi.org/10.13039/501100006536,""Cambridge-MIT Institute"","
"http://dx.doi.org/10.13039/100001082,""Camille and Henry Dreyfus Foundation"","
"http://dx.doi.org/10.13039/100002001,""Campbell Foundation"","
"http://dx.doi.org/10.13039/100009323,""Campbell Foundation"","
"http://dx.doi.org/10.13039/501100006203,""Campus CiÃ¨ncies de la Salut de Bellvitge, Universitat de Barcelona"","
"http://dx.doi.org/10.13039/501100006537,""Campus France"","
"http://dx.doi.org/10.13039/501100005933,""Camurus Lipid Research Foundation"","
"http://dx.doi.org/10.13039/100005523,""CanLiv, The Hepatobiliary Cancers Foundation"","
"http://dx.doi.org/10.13039/501100000195,""Canada Council for the Arts"","
"http://dx.doi.org/10.13039/501100000048,""Canada Economic Development for Quebec Regions"","
"http://dx.doi.org/10.13039/501100002784,""Canada Excellence Research Chairs, Government of Canada"","
"http://dx.doi.org/10.13039/501100001805,""Canada Foundation for Innovation"",R"
"http://dx.doi.org/10.13039/501100000196,""Canada Foundation for Innovation"","
"http://dx.doi.org/10.13039/100008797,""Canada Millennium Scholarship Foundation"","
"http://dx.doi.org/10.13039/501100001804,""Canada Research Chairs"","
"http://dx.doi.org/10.13039/100008741,""Canada School of Energy and Environment"","
"http://dx.doi.org/10.13039/100005898,""Canada-California Strategic Innovation Partnership"","
"http://dx.doi.org/10.13039/501100000007,""Canadian Aeronautics and Space Institute"","
"http://dx.doi.org/10.13039/100008154,""Canadian Allergy, Asthma and Immunology Foundation"","
"http://dx.doi.org/10.13039/100007481,""Canadian Anesthesia Research Foundation"","
"http://dx.doi.org/10.13039/501100000148,""Canadian Anesthesiologists' Society"","
"http://dx.doi.org/10.13039/501100002785,""Canadian Animal Health Institute"","
"http://dx.doi.org/10.13039/501100002787,""Canadian Armed Forces"","
"http://dx.doi.org/10.13039/501100006538,""Canadian Arthritis Network"","
"http://dx.doi.org/10.13039/501100000009,""Canadian Asian Studies Association"","
"http://dx.doi.org/10.13039/100008311,""Canadian Association for Co-operative Education"","
"http://dx.doi.org/10.13039/501100000010,""Canadian Association for the Study of the Liver"","
"http://dx.doi.org/10.13039/501100000149,""Canadian Association of Gastroenterology"","
"http://dx.doi.org/10.13039/501100002792,""Canadian Association of Optometrists"","
"http://dx.doi.org/10.13039/100008467,""Canadian Association of Radiation Oncology"","
"http://dx.doi.org/10.13039/501100002786,""Canadian Association of Thoracic Surgeons"","
"http://dx.doi.org/10.13039/501100000072,""Canadian Association of University Teachers"","
"http://dx.doi.org/10.13039/501100000011,""Canadian Association on Gerontology"","
"http://dx.doi.org/10.13039/501100000012,""Canadian Astronomical Society"","
"http://dx.doi.org/10.13039/501100000013,""Canadian Bar Association"","
"http://dx.doi.org/10.13039/501100000014,""Canadian Blood Services"","
"http://dx.doi.org/10.13039/501100000147,""Canadian Breast Cancer Foundation"","
"http://dx.doi.org/10.13039/501100000150,""Canadian Breast Cancer Research Alliance"","
"http://dx.doi.org/10.13039/100009288,""Canadian Bureau for International Education"","
"http://dx.doi.org/10.13039/501100000521,""Canadian Cancer Society"",R"
"http://dx.doi.org/10.13039/501100000015,""Canadian Cancer Society Research Institute"","
"http://dx.doi.org/10.13039/501100006043,""Canadian Centre for Clean Coal/Carbon and Mineral Processing Technologies"","
"http://dx.doi.org/10.13039/501100000066,""Canadian Child Health Clinician Scientist Program"","
"http://dx.doi.org/10.13039/501100002184,""Canadian Climate Forum"","
"http://dx.doi.org/10.13039/501100003505,""Canadian Council on Learning"","
"http://dx.doi.org/10.13039/100007475,""Canadian Dermatology Foundation"","
"http://dx.doi.org/10.13039/100007476,""Canadian Diabetes Association"","
